,Q18_categorized,Q20_categorized,gambled_before,p_gender_sdc,p_age_group_sdc,Q22,Q1,Q9a,Q9b,Q9c,Q9d,Q9e,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q16h,Q16i,Q17a,Q17b,Q17c,Q17d
478,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_3
479,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_1,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_4
480,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_3,Q16c_2,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
481,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_2,Q16f_2,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
482,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_4,Q9e_4,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
483,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_1,Q16c_3,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
484,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_1,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
485,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_4,Q9b_1,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_3
486,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_4,Q16i_3,Q17a_3,Q17b_3,Q17c_2,Q17d_2
487,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_5,Q9a_4,Q9b_4,Q9c_3,Q9d_4,Q9e_4,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_3,Q17c_2,Q17d_2
488,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_2,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_2,Q16f_2,Q16g_3,Q16h_4,Q16i_2,Q17a_2,Q17b_2,Q17c_3,Q17d_3
489,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_4,Q9b_2,Q9c_3,Q9d_2,Q9e_1,Q16a_3,Q16b_2,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_4
490,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_2,Q9c_4,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_4,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
491,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_2,Q16e_2,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_D,Q17c_D,Q17d_D
492,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_3
493,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_4,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_3
494,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_4,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_2
495,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_2,Q9b_1,Q9c_2,Q9d_1,Q9e_2,Q16a_2,Q16b_2,Q16c_2,Q16d_D,Q16e_D,Q16f_D,Q16g_D,Q16h_3,Q16i_D,Q17a_2,Q17b_3,Q17c_2,Q17d_2
496,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_2,Q16h_D,Q16i_1,Q17a_4,Q17b_2,Q17c_3,Q17d_2
497,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_2,Q16a_4,Q16b_1,Q16c_2,Q16d_D,Q16e_1,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_4,Q17b_1,Q17c_D,Q17d_4
498,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_2,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_3
499,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_2,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
500,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_2,Q9b_2,Q9c_2,Q9d_3,Q9e_2,Q16a_3,Q16b_3,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_2
501,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_2
502,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_4,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
503,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_4,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_3
504,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_2,Q16h_2,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_2
505,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_2
506,Q18_0,Q20_0,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_1,Q9a_3,Q9b_2,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_4,Q16h_4,Q16i_1,Q17a_3,Q17b_2,Q17c_D,Q17d_1
507,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_3,Q16g_3,Q16h_4,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
508,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_3,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3
509,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_2,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
510,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_3,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_3,Q17d_3
511,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_4,Q9c_2,Q9d_1,Q9e_3,Q16a_2,Q16b_3,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_3,Q16h_4,Q16i_1,Q17a_2,Q17b_3,Q17c_2,Q17d_3
512,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_4,Q16g_4,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_3
513,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_D,Q9b_D,Q9c_D,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_D,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_D,Q16i_2,Q17a_D,Q17b_2,Q17c_D,Q17d_2
514,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_2,Q17d_4
515,Q18_0,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_5,Q9a_3,Q9b_3,Q9c_1,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_2,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_1
516,Q18_1,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_1,Q22_2,Q1_2,Q9a_4,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_2,Q16f_3,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3
517,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_5,Q9a_4,Q9b_4,Q9c_3,Q9d_4,Q9e_4,Q16a_3,Q16b_2,Q16c_1,Q16d_2,Q16e_2,Q16f_4,Q16g_3,Q16h_2,Q16i_2,Q17a_4,Q17b_2,Q17c_2,Q17d_2
518,Q18_2,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_3,Q1_1,Q9a_3,Q9b_3,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_3,Q16h_4,Q16i_3,Q17a_2,Q17b_3,Q17c_2,Q17d_3
519,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_4,Q9b_2,Q9c_4,Q9d_3,Q9e_3,Q16a_2,Q16b_3,Q16c_3,Q16d_1,Q16e_3,Q16f_2,Q16g_3,Q16h_4,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_3
520,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_2,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_1,Q16d_3,Q16e_1,Q16f_3,Q16g_4,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_2
521,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_4,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_4,Q17b_2,Q17c_3,Q17d_2
522,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_3,Q9b_4,Q9c_1,Q9d_1,Q9e_3,Q16a_3,Q16b_2,Q16c_1,Q16d_2,Q16e_1,Q16f_3,Q16g_3,Q16h_2,Q16i_2,Q17a_2,Q17b_1,Q17c_2,Q17d_2
523,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_1,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_2
524,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_2,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
525,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_2,Q17b_2,Q17c_2,Q17d_3
526,Q18_2,Q20_1,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_3,Q22_3,Q1_5,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_3,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
527,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_4,Q9c_2,Q9d_3,Q9e_2,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_3
528,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_2
529,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_4,Q16g_3,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_2,Q17d_3
530,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_D,Q16b_2,Q16c_D,Q16d_3,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
531,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_4,Q9a_2,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_1,Q16f_4,Q16g_3,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_2
532,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_R,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_2
533,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_3,Q16b_2,Q16c_2,Q16d_2,Q16e_1,Q16f_3,Q16g_2,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_3
534,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_2,Q16c_1,Q16d_4,Q16e_2,Q16f_3,Q16g_2,Q16h_2,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
535,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_2,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_2,Q17d_4
536,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_2,Q9c_3,Q9d_2,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_1,Q16e_1,Q16f_1,Q16g_4,Q16h_4,Q16i_2,Q17a_3,Q17b_1,Q17c_3,Q17d_4
537,Q18_2,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_2,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_3,Q16b_2,Q16c_3,Q16d_3,Q16e_1,Q16f_3,Q16g_3,Q16h_3,Q16i_1,Q17a_2,Q17b_2,Q17c_2,Q17d_2
538,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_1,Q22_3,Q1_4,Q9a_3,Q9b_3,Q9c_2,Q9d_3,Q9e_3,Q16a_3,Q16b_1,Q16c_1,Q16d_3,Q16e_2,Q16f_4,Q16g_4,Q16h_1,Q16i_2,Q17a_4,Q17b_1,Q17c_3,Q17d_3
539,Q18_2,Q20_2,gambled_12m_1,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_3,Q9e_4,Q16a_2,Q16b_1,Q16c_3,Q16d_4,Q16e_4,Q16f_4,Q16g_4,Q16h_3,Q16i_2,Q17a_4,Q17b_3,Q17c_2,Q17d_2
540,Q18_0,Q20_0,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_4,Q9b_3,Q9c_2,Q9d_4,Q9e_3,Q16a_4,Q16b_1,Q16c_2,Q16d_4,Q16e_2,Q16f_3,Q16g_4,Q16h_3,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_4
541,Q18_0,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_5,Q9a_4,Q9b_4,Q9c_4,Q9d_4,Q9e_4,Q16a_3,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_2,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
542,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_3,Q1_1,Q9a_1,Q9b_2,Q9c_2,Q9d_2,Q9e_3,Q16a_2,Q16b_1,Q16c_1,Q16d_2,Q16e_4,Q16f_4,Q16g_4,Q16h_3,Q16i_1,Q17a_3,Q17b_2,Q17c_3,Q17d_3
543,Q18_1,Q20_1,gambled_12m_1,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_1,Q9d_3,Q9e_3,Q16a_4,Q16b_2,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_D,Q17d_4
544,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_4,Q9a_4,Q9b_2,Q9c_3,Q9d_3,Q9e_3,Q16a_D,Q16b_2,Q16c_2,Q16d_2,Q16e_3,Q16f_3,Q16g_2,Q16h_3,Q16i_2,Q17a_3,Q17b_2,Q17c_D,Q17d_3
545,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_3,Q22_1,Q1_4,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_4,Q16a_2,Q16b_1,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_3,Q16h_3,Q16i_2,Q17a_4,Q17b_2,Q17c_3,Q17d_2
546,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_1,Q22_3,Q1_2,Q9a_2,Q9b_3,Q9c_2,Q9d_1,Q9e_3,Q16a_2,Q16b_2,Q16c_2,Q16d_3,Q16e_3,Q16f_3,Q16g_3,Q16h_3,Q16i_3,Q17a_2,Q17b_2,Q17c_2,Q17d_3
547,Q18_0,Q20_2,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_2,Q9b_4,Q9c_3,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_1,Q16d_4,Q16e_1,Q16f_4,Q16g_4,Q16h_1,Q16i_1,Q17a_4,Q17b_1,Q17c_4,Q17d_4
548,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_2,Q22_1,Q1_2,Q9a_4,Q9b_3,Q9c_3,Q9d_2,Q9e_3,Q16a_2,Q16b_2,Q16c_3,Q16d_2,Q16e_3,Q16f_2,Q16g_2,Q16h_3,Q16i_2,Q17a_2,Q17b_3,Q17c_2,Q17d_2
549,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_1,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_4,Q9b_4,Q9c_3,Q9d_4,Q9e_4,Q16a_2,Q16b_2,Q16c_3,Q16d_3,Q16e_3,Q16f_2,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_3,Q17c_2,Q17d_2
550,Q18_1,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_4,Q9a_3,Q9b_2,Q9c_2,Q9d_3,Q9e_3,Q16a_4,Q16b_1,Q16c_2,Q16d_3,Q16e_2,Q16f_3,Q16g_3,Q16h_2,Q16i_1,Q17a_4,Q17b_1,Q17c_3,Q17d_3
551,Q18_0,Q20_1,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_4,Q22_1,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_2,Q9e_2,Q16a_3,Q16b_1,Q16c_2,Q16d_2,Q16e_4,Q16f_3,Q16g_4,Q16h_2,Q16i_1,Q17a_3,Q17b_1,Q17c_4,Q17d_3
552,Q18_1,Q20_2,gambled_12m_0,p_gender_sdc_2,p_age_group_sdc_3,Q22_3,Q1_2,Q9a_3,Q9b_3,Q9c_3,Q9d_3,Q9e_3,Q16a_2,Q16b_3,Q16c_2,Q16d_2,Q16e_2,Q16f_3,Q16g_2,Q16h_3,Q16i_3,Q17a_3,Q17b_2,Q17c_3,Q17d_3
